Compounds.ID	Name	Tags	Formula	RT_min	Calc_MW
c1343			C29 H56 N7 O5 P3	5.695	675.35627
c2459			C13 H35 N8 O4 P	5.434	398.25212
c4108			C36 H74 N9 O6 P3	7.026	821.49919
c4790			C33 H67 N6 O9 P S	4.412	754.44114
c2636			C43 H81 N10 O8 P3	4.335	958.5448
c3617			C49 H93 N3 O16 P2 S2	7.516	1105.54729
c3196			C53 H87 N10 O11 P3	3.935	1132.57729
c2537				7.924	1100.56206
c2080				0.797	1679.91635
c3860			C61 H102 N8 O15 P2 S2	0.797	1312.63718
c1691			C13 H28 N8 O5	6.119	376.21956
c2572	beloxamide		C18 H21 N O2	0.796	283.15607
c3399				5.974	2052.02377
c3168			C88 H134 N10 O14 P2 S3	7.249	1712.87041
c873	"(2Î±,3Î²,5Î±)-26-(Î²-D-Glucopyranosyloxy)-2-hydroxy-22-methoxyfurost-25(27)-en-3-yl O-Î²-D-glucopyranosyl-(1â†’3)-O-Î²-D-glucopyranosyl-(1â†’2)-O-[Î²-D-glucopyranosyl-(1â†’3)]-O-Î²-D-glucopyranosyl-(1â†’4)-Î²-D-galactopyranoside"		C64 H106 O35	5.308	1434.65834
c1686			C31 H50 N8 O9	7.487	678.37063
c4371			C25 H58 N6 O14 P2	5.435	728.34781
c1948				9.934	2228.17471
c2812			C49 H63 N5 O8	0.794	849.46829
c2485			C18 H43 N8 O9 P	4.706	546.28819
c2694			C63 H95 N4 O11 P	5.466	1114.67195
c493			C16 H41 N10 O5 P S	0.794	516.27123
c864				9.541	2087.15647
c4202				6.35	1074.24997
c4632			C62 H104 N4 O15 P2	5.329	1206.69557
c4451	Meleagrin B		C43 H53 N5 O6	8.011	735.4016
c3792				7.62	2001.00685
c4060				6.688	1162.61842
c3248			C25 H46 N3 O4 P S2	4.298	547.26662
c1397				3.149	227.65498
c2236				5.508	1865.91986
c3623			C47 H84 N9 O15 P3	7.717	1107.53123
c2339			C90 H134 N6 O18 P2 S2	6.735	1712.86843
c1743	NP-012766		C31 H46 N4 O7	3.746	1248.57339
c4167				7.254	2067.99972
c3974			C16 H41 N6 O7 P	6.405	460.27932
c2064				5.74	1381.69943
c1603			C25 H38 N4 O7	7.563	506.27405
c3232			C21 H55 N9 O8 P2	5.588	623.36267
c4564				0.797	1049.53723
c1571			C61 H78 N8 O17	3.01	1194.54901
c1618	"7,9-Hexacosanedione"		C26 H50 O2	18.118	394.38066
c4471				7.044	1263.67002
c1319			C22 H41 N5 O5	3.144	455.30969
c3197				7.401	1505.82521
c4413				5.54	671.3599
c1022			C23 H54 N7 O8 P3	6.85	649.3264
c3437				9.603	2528.40311
c1177				7.349	994.46566
c3951			C19 H41 N8 O4 P	7.128	476.29981
c1238				6.047	1286.66418
c1788			C17 H46 N10 O13	5.463	598.32771
c3052	IPH		C17 H27 N5 O4	3.271	730.41088
c4336				6.349	1074.58457
c683	Cyclo(Pro-Leu-Pro-Ile)		C22 H36 N4 O4	5.326	420.27293
c2939			C40 H57 O8 P3	0.795	758.32547
c1883			C57 H83 N8 O8 P3	7.939	1100.55679
c840			C36 H70 N7 O18 P	6.808	919.45239
c544			C31 H46 N8 O4 P2	5.239	656.31283
c1107			C71 H96 N7 O13 P	8.046	1285.68193
c2687			C22 H50 N10 O2 P2 S2	5.398	612.30329
c1846	[D-Leu1]MC-RR		C52 H81 N13 O12	6.789	1079.60887
c4801			C10 H24 N10 O3 S	5.448	364.1741
c2333	D-(+)-Maltose		C12 H22 O11	0.757	364.09745
c3905				6.291	2013.95899
c4411				0.807	273.14043
c765			C73 H112 N7 O18 P3	4.023	1467.72736
c2488				5.743	460.23327
c1520				6.819	1998.96402
c4081				7.217	1898.96988
c4626				4.45	1863.9576
c2654			C23 H38 N2 O11	3.384	518.24626
c271	APK		C14 H26 N4 O4	0.789	314.19441
c3606				5.36	1674.88012
c1084				7.777	1025.56413
c3182			C55 H102 N7 O14 P3	7.048	1177.66946
c1074				7.106	2036.02709
c3388				6.087	2183.06208
c1121			C14 H31 N5 O9	6.13	413.21061
c3755			C66 H102 N2 O15 P2	8.6	1224.67526
c4717			C20 H42 N9 P S2	6.164	503.27401
c1928				5.1	333.69415
c1991			C46 H86 N3 O15 P3	3.993	1013.52728
c3316				6.091	2184.06333
c146			C73 H98 N5 O14 P	8.411	1299.6846
c3333			C62 H106 N9 O17 P S	8.362	1311.7173
c4597			C15 H34 N6 O12	5.379	490.22396
c2284			C29 H65 N9 O13 P2	5.491	809.41675
c4092			C22 H47 N O11	7.076	501.31552
c1426	FPK		C20 H30 N4 O4	2.145	390.22604
c1550	Leucyl-leucyl-norleucine		C18 H35 N3 O4	6.094	357.2623
c3240			C22 H39 N5 O5	1.084	453.29404
c2699				0.785	934.43323
c3035			C58 H100 N8 O15 P2	5.377	1210.67976
c4706				8.379	1252.68406
c4582			C21 H46 N5 O6 P	4.066	495.31661
c528			C29 H56 N7 O5 P3	5.455	675.35724
c4423	Lokisin-2(CH2)	A;B	C62 H107 N11 O20	14.399	1325.76623
c3998			C25 H60 N10 O8 P2 S	4.826	722.37885
c2190			C22 H55 N7 O3 P2 S2	5.052	591.32578
c1876			C53 H115 N10 O7 P3	18.434	1096.8165
c4365			C35 H51 N9 O3 P2 S	6.52	739.33238
c4724			C50 H92 N2 O13 P2	6.147	990.60765
c3389			C18 H32 N2 O3 S	8.936	356.2131
c3335			C85 H111 N10 O17 P	6.519	1574.78797
c1665			C78 H115 N9 O12 P2 S3	5.072	1527.7298
c650			C25 H47 N3 O12	0.798	581.31529
c4113			C25 H59 N10 O13 P	5.441	738.39837
c1183			C29 H53 N3 O12	5.421	635.36272
c2147			C22 H44 N8 O4	2.724	484.35056
c3413			C56 H99 N8 O13 P3	7.82	1184.65398
c2802				9.965	2654.40086
c3129			C63 H100 N8 O11 P2	6.383	1206.6982
c471	Lokisin isomer M+H+NH4 adduct	B	C74 H116 N8 O12 P2	14.919	1370.82026
c2625			C23 H56 N8 O14	5.041	668.39098
c895				4.154	352.65664
c2514			C19 H29 N3 O4	5.431	363.21461
c2911				5.655	1996.96193
c204			C33 H57 N3 O6 P2	6.026	653.37398
c2565			C35 H48 N2 O9 S	6.607	672.31056
c478			C27 H52 N O6 P3	6.592	579.3021
c1350			C20 H49 N9 O4 P2	5.335	541.33687
c1839	Micropeptin SD1002		C51 H70 N8 O13	7.287	1002.50855
c1218				7.088	1800.90168
c3512				4.312	1094.53441
c1023				6.615	1799.9003
c4859			C74 H97 O11 P	6.122	1192.67661
c4050			C41 H66 N5 O10 P3	6.344	881.40035
c1287			C26 H45 N O4	18.015	435.33411
c645			C23 H56 N7 O16 P	5.35	717.35142
c3293				7.101	2185.06765
c3778			C25 H40 N9 O9 P	5.091	641.26873
c4613			C14 H27 N5 O3	2.672	313.2105
c591			C29 H48 N2 O13	4.643	632.31584
c4829			C21 H49 N7 O7 S3	6.319	607.28546
c2526			C67 H113 N4 O17 P3 S2	4.742	1402.67631
c4149				0.786	342.18972
c3881			C16 H41 N7 O6 P2	5.015	489.25718
c2748			C16 H40 N9 O4 P S2	0.79	517.23782
c4791			C26 H60 N3 O3 P3 S2	0.809	619.32993
c1814			C17 H46 N9 O8 P	5.415	535.31887
c4177	"(2S,3R,4E)-3-Hydroxy-2-(tetradecanoylamino)-4-octadecen-1-yl 5-acetamido-6-[(1S,2R)-2-({5-acetamido-3,5-dideoxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]-beta-L-threo-hex-2-ulopyranonosyl}oxy)-1,3-dihydroxyp;ropyl]-3,5-dideoxy-beta-L-threo-hex-2-ulopyranonosyl-(2->3)-[5-acetamido-3,5-dideoxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]-beta-L-threo-hex-2-ulopyranonosyl-(2->3)-beta-D-galactopyranosyl-(1->3)-2-deoxy-;2-(2-oxopropyl)-beta-D-galactopyranosyl-(1->4)]-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranoside"		C92 H158 N4 O47	6.441	2071.00459
c4425			C40 H69 N3 O10 P2	6.662	813.44779
c3064			C44 H87 N10 O10 P S2	5.021	1010.57915
c1165	NP-012766		C31 H46 N4 O7	3.815	1248.58965
c4288				5.359	1116.5864
c2980			C49 H107 N10 O5 P3	18.51	1008.76389
c3757	Cyclobenzaprine		C20 H21 N	2.843	275.16275
c3847			C28 H51 P3 S	4.193	512.29472
c2821	"(2R,8S)-5,8,11,11-Tetrahydroxy-2-[(5Z,8Z,11Z)-5,8,11-icosatrienoyloxy]-5,11-dioxido-4,6,10-trioxa-5lambda~5~,11lambda~5~-diphosphaundec-1-yl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate"		C48 H78 O13 P2	5.145	924.49302
c3322			C26 H46 N7 O13 P S	4.091	727.26059
c3832			C32 H74 N7 O12 P S	4.508	811.4831
c2861				3.002	839.96163
c4443			C27 H58 N9 O10 P	4.432	699.40616
c1368			C19 H45 N7 O8 P2	6.171	561.27942
c411	Leualacin C		C30 H45 N3 O7	6.513	559.32598
c748				6.783	2168.0713
c4263	"N1-cyclohexyl-4-(4-fluorobenzyl)-1,4-diazepane-1-carbothioamide"		C19 H28 F N3 S	3.504	349.19698
c4754	Novonestmycin B		C68 H110 O26	5.546	1342.72446
c1380				6.761	1947.97751
c1335	Palmitelaidic acid methyl ester		C17 H32 O2	15.016	268.23943
c117			C34 H52 N6 O7	7.399	656.38993
c4309			C56 H56 N9 O P	5.416	901.43486
c4559			C54 H61 N4 O5 P	7.079	876.4367
c726				6.795	1980.96783
c1220			C14 H29 N5 O6	4.937	363.21304
c4663			C53 H49 N O3 S2	7.006	811.31668
c3085			C25 H51 N O2	17.251	397.39123
c1747			C70 H105 N6 O18 P S	4.392	1380.69466
c3308				6.289	2012.95531
c3587	Oxichaetoglobosin I		C31 H38 N2 O7	0.779	550.26993
c2597			C32 H59 N9 O4 P2 S	6.273	727.38977
c4492				4.972	540.32707
c824				6.139	1938.96393
c3630				4.185	632.32449
c1869			C18 H32 N4 O5	4.7	384.23689
c3720			C40 H34 Cl N5 S2	19.58	683.19466
c2689			C33 H63 N9 O4 P2	4.25	711.45086
c3901			C57 H89 N3 O10 P2	6.671	1037.60211
c2842			C23 H41 N O S5	16.042	507.18027
c984	Ethyl oleate		C20 H38 O2	16.233	310.28635
c4567				4.895	663.31456
c4440			C35 H34 N4 O	6.297	526.27562
c149				9.969	2610.44893
c594				8.278	890.47905
c3489			C15 H40 N10 O5 P2	0.81	502.26508
c3207			C25 H53 N2 O11 P	4.899	588.33644
c2021				5.986	786.37945
c3228			C36 H72 N7 O12 P	5.584	825.49507
c2219			C42 H82 N4 O16 P2 S	4.137	992.49109
c1605			C20 H31 N3 O4	5.85	377.23007
c2344			C20 H32 N4 O5	5.006	408.23647
c3841	"(1S,3S,4S,5R,6R,7R)-1-(4-Acetamido-5-methyl-3-methylene-6-phenylhexyl)-4,7-dihydroxy-6-[(3-hydroxy-4,6-dimethyloctanoyl)oxy]-2,8-dioxabicyclo[3.2.1]octane-3,4,5-tricarboxylic acid (non-preferred name)"		C35 H49 N O14	5.114	707.31853
c2755			C12 H15 N5	19.711	229.13287
c2709			C34 H72 N10 O15 P2	6.092	922.46536
c4391			C25 H55 N10 O10 P	0.792	686.38331
c2207			C38 H57 N3 O7 P2	5.847	729.36912
c3598			C16 H43 N8 O4 P	6.156	442.31501
c326			C19 H25 N3 O4	4.58	359.18404
c1750	pro-gln		C10 H17 N3 O4	2.584	243.12137
c1950				2.586	486.24284
c209				9.614	2511.38157
c3317			C31 H66 N9 O13 P	7.641	803.45284
c991				9.941	2207.19778
c250				9.934	2184.21823
c1374			C70 H102 N5 O13 P	7.072	1251.72033
c2410			C71 H110 N10 O15 P2	6.727	1404.76055
c3003			C90 H159 N7 O16 P2 S3	5.536	1752.04746
c4273				5.551	1753.04957
c2466	Namalide E		C28 H43 N5 O6	7.037	545.32051
c961			C59 H97 N7 O13 P2	5.545	1173.66212
c1102			C55 H104 N5 O14 P3	5.553	1151.6804
c785			C52 H98 N8 O11 P2 S2	5.446	1136.62487
c4678			C25 H58 N5 O13 P	5.604	667.37883
c3432			C69 H104 N8 O18 S2	4.091	1396.69002
c1160			C16 H35 N O3	12.474	289.26125
c1420			C24 H53 N9 O9 P2	5.361	673.34206
c84	Prolylleucine		C11 H20 N2 O3	5.142	228.14705
c965			C35 H50 N2 O6 P2	5.873	656.31501
c4334	Alternarizine A		C24 H28 N2 O3	17.197	392.21158
c2000			C34 H73 N10 O16 P	4.258	908.49418
c2661				6.236	1939.96596
c3802			C37 H47 N4 O3 P3	5.217	688.28784
c3255			C19 H45 N4 O8 P	7.593	488.2992
c3793			C66 H99 N8 O18 P3	4.091	1384.62974
c1849				6.402	966.56435
c1676			C24 H34 N4 O6 S	4.965	506.21927
c4479				7.586	637.82317
c4311			C68 H114 N10 O14 P2	7.581	1356.79899
c1619	Tanzawaic acid C		C18 H26 O3	14.142	290.18761
c535	Stenothricin D		C49 H85 N11 O17 S	3.277	1131.5833
c1666			C18 H43 N2 O6 P3	2.251	476.2349
c2757			C82 H132 N7 O17 P3 S	5.603	1611.86334
c3863				3.549	1152.5924
c1101			C41 H51 N4 O7 P	0.783	742.34903
c3739			C37 H56 N2 O10 S	0.78	720.36846
c4078			C47 H83 N3 O16 P2 S	6.511	1039.49705
c2830			C28 H67 N10 O15 P	5.015	814.45157
c4268				4.053	443.23695
c2274				7.2	2168.07125
c2095			C35 H50 N6 O10 S	7.169	746.32954
c2665				6.013	1302.63279
c2264			C70 H94 N7 O15 P	6.01	1303.65509
c3789			C65 H102 N3 O15 P3	5.572	1257.65283
c2580				6.747	1713.86976
c4150				9.523	2124.09556
c3897			C61 H114 N3 O18 P3 S2	8.497	1333.67481
c3544			C17 H43 N10 O P S	18.451	466.3088
c3830	Erucamide		C22 H43 N O	18.191	337.33389
c3747			C68 H114 N9 O17 P3 S	7.219	1453.72641
c2890			C16 H43 N10 O7 P S	7.945	550.27886
c1305			C28 H60 N7 O6 P3	5.814	683.38466
c1385			C45 H62 N10 O4 P2 S	3.582	900.41473
c2310				3.093	275.1418
c2265			C27 H41 N5 O7	5.349	547.29872
c687			C21 H38 N4 O5	5.391	426.2834
c2433				6.007	651.82776
c1245				6.674	1997.96572
c3809				5.429	462.24724
c1259			C39 H70 N3 O8 P3	3.679	801.43731
c3960				6.562	816.47721
c3819			C25 H52 O7 P2 S	5.356	558.29338
c4155				6.239	1940.96572
c4231	Nodulisporic acid D		C38 H49 N O4	0.797	583.36692
c4030			C57 H90 N6 O11 P2	5.647	1096.61509
c1725			C20 H45 N4 O12 P	5.44	564.27945
c2673			C70 H117 N7 O14 P2 S3	7.695	1437.73089
c4052				7.622	2000.00321
c2834			C18 H31 N5 O7	1.261	429.22107
c2904			C29 H63 N10 O13 P	5.147	790.43292
c4788			C29 H59 N O2	17.644	453.45342
c2977			C50 H79 N O9 P2	6.089	899.52148
c3872			C47 H65 N4 O12 P	4.487	908.43347
c4751				9.618	2554.3304
c4457			C31 H40 O3 P2	7.051	522.24657
c3027	PPK		C16 H28 N4 O4	2.145	340.21041
c707			C30 H52 N5 O10 P	4.643	673.34263
c2004			C52 H81 N10 O14 P3	5.925	1162.5147
c1302			C14 H24 N4 O7	0.79	360.16344
c2462			C24 H57 N9 O8 S2	5.537	663.37681
c3572				3.656	1338.69304
c3247			C18 H43 N4 O8 P	6.56	474.28417
c2012			C19 H42 N6 O11	6.451	530.29387
c2260			C26 H40 N6 O10	4.374	596.27852
c1224			C60 H90 N9 O4 P3 S	7.513	1125.60579
c4685			C23 H55 N10 O8 P S2	0.796	694.33804
c4455			C17 H36 N6 O4 P2 S	0.795	482.20142
c1742	"N-{(1S,2S,8S,8aS)-8-Hydroxy-1,4a-dimethyl-7-[(2S)-1-oxo-1-(1-piperidinyl)-2-propanyl]decahydro-2-naphthalenyl}methanesulfonamide"		C21 H38 N2 O4 S	4.954	904.41272
c3635			C45 H66 N3 O3 P S2	3.311	791.42761
c634			C59 H84 N4 O9	4.998	992.62418
c1276			C39 H62 N5 O4 P3	7.302	757.40038
c2258			C78 H115 N8 O10 P3	7.035	1416.79595
c4325				0.786	1053.56945
c2593			C56 H115 N10 O18 P3 S	5.026	1340.73173
c3320			C51 H111 N10 O15 P3 S	5.468	1228.71719
c2347	GERI-155		C35 H58 O14	0.786	702.3797
c836			C24 H51 N3 O7 P2 S	6.996	587.29468
c4699			C35 H79 N10 O5 P3 S	7.53	844.51569
c3507			C73 H88 N7 O12 P3	3.5	1347.57095
c1054			C28 H64 N9 O14 P	5.129	781.43183
c4388			C8 H24 N7 O4 P	0.799	313.16301
c231	F1839-B		C24 H33 N O6	12.467	431.22977
c1726				0.79	839.46044
c3377			C83 H129 N6 O18 P3	6.806	1590.85907
c3882			C41 H78 N10 O16 P2	3.331	1028.50747
c1799	VM55597		C28 H33 N3 O6	3.576	507.23567
c776			C35 H65 N5 O16 P2	0.792	873.38871
c2679	Muraymycin B2		C48 H81 N11 O18	7.946	1099.57199
c2895			C45 H73 N3 O6 P2	6.167	813.49773
c4866			C19 H32 N4 O10	2.216	476.21095
c1503			C25 H50 N5 O3 P3	5.526	561.31315
c1073	Radiosumin		C22 H32 N4 O5	5.54	432.23637
c1147			C29 H62 N10 O10 P2 S	6.349	804.3837
c2819			C55 H94 N5 O11 P3 S	8.194	1125.58843
c955				7.197	2167.06905
c601				6.778	2167.06826
c2863			C39 H74 N6 O6 P2 S	5.96	816.48587
c4744			C13 H32 N6 O4 P2	6.283	398.1949
c4383			C23 H47 N O11	6.17	513.31539
c4226			C84 H149 N6 O18 P3 S5	7.765	1782.87531
c491				3.631	1336.68733
c2528			C31 H61 N6 O5 P3 S	7.113	722.36225
c1293	4-Benzoylbiphenyl		C19 H14 O	3.819	258.1076
c1221			C45 H54 N5 O5 P	7.048	775.38845
c3874	Erucamide		C22 H43 N O	17.459	337.33391
c659			C23 H56 N9 O8 P3	0.802	679.3466
c2077			C43 H80 N4 O14	5.794	876.5677
c2552			C32 H48 N4 O3 P2	4.913	598.32181
c2366	Unknown Lok MF	B	C64 H132 N6 O18 P2 S2	15.115	1398.85123
c754			C65 H85 N9 O18 P2	0.792	1341.54862
c3945				6.181	368.69744
c4386				7.123	2125.94214
c4604				3.325	1679.90702
c2467			C61 H75 N8 O4 P S	6.131	1046.53795
c4023			C20 H46 N8 O9 S	0.791	574.31238
c3582			C50 H96 N7 O13 P3	6.744	1095.62847
c1396			C46 H77 N4 O10 P3	6.359	938.48563
c889			C25 H44 N6 O6	3.296	524.33088
c3972			C44 H67 N O9 P2	4.127	815.42826
c2534			C27 H46 N2 O10	0.805	558.31839
c4398				16.211	349.31841
c2427	WF-14865A		C17 H27 N5 O4	3.47	365.20544
c3510			C13 H30 N9 O4 P	4.383	407.2162
c519			C71 H111 N9 O14 P2	14.919	1375.77405
c3021	pro-gln		C10 H17 N3 O4	0.797	243.12126
c854			C35 H53 N3 O7 P2 S	4.832	721.30933
c2307				5.746	379.69011
c4283			C78 H117 N8 O18 P S	8.623	1516.79442
c399	Spumigin 640		C32 H44 N6 O8	6.998	640.3207
c4680			C42 H77 N4 O9 P3	7.567	874.49039
c3173			C47 H101 N10 O18 P3	5.396	1186.65525
c213			C84 H111 N3 O18 P2	5.053	1511.73433
c1217			C87 H148 N7 O18 P3 S4	7.087	1799.89918
c3435			C30 H54 N6 O8 S	6.912	658.3705
c2110			C54 H90 N6 O11 P2	5.196	1060.61469
c3675			C50 H97 N6 O9 P3 S2	5.198	1082.59677
c1113				7.427	994.4476
c3876			C6 H21 N7 O6	0.797	287.15669
c1535			C29 H59 N3 O5 P2 S	6.049	623.36372
c3568			C38 H60 N3 O9 P3	7.03	795.35555
c3959			C59 H86 N6 O17 S	3.941	1182.57812
c1852			C23 H40 N4 O5	7.144	452.299
c3145			C13 H30 Cl N5 O3 S	0.784	371.17421
c1191				5.559	2084.99357
c3856				7.251	1713.87197
c2695				8.26	1374.72616
c4621			C8 H21 N4 O5 P	5.515	284.12535
c4758				4.384	385.7426
c1958			C28 H63 N5 O14 S	7.557	725.40894
c4805			C39 H68 N O9 P S	4.589	757.43779
c2847			C23 H49 N9 O10	0.792	611.36178
c3264	Janthinocin C		C57 H82 N12 O15	6.917	1174.59641
c4144				7.084	1802.90489
c4643			C77 H123 N10 O14 P3 S	8.423	1536.8141
c1636			C44 H92 N5 O15 P3 S	7.295	1055.55106
c2417				9.988	2187.22202
c4447			C42 H92 N8 O17 S4	5.203	1108.54607
c3454				0.799	305.68165
c2871			C22 H51 N7 O5 P2 S2	4.314	619.28563
c4182			C10 H22 N7 O2 P S	4.963	335.1303
c3883			C42 H79 N8 O14 P3 S	7.235	1044.46456
c1689			C55 H85 N3 O16 P2	7.513	1105.54167
c3996			C37 H69 N4 O8 P3	4.346	790.43195
c3114			C42 H77 N2 O6 P3	7.075	798.49915
c187	Aderbasib		C21 H28 N4 O5	5.199	416.20599
c256			C27 H40 N10 O3	6.633	552.32704
c871				6.795	1981.97061
c4878			C43 H77 O13 P3	5.392	894.4581
c1442				3.572	1521.70339
c328			C20 H36 N4 O6	4.845	428.26271
c2137				6.168	1118.60517
c353			C56 H92 N9 O7 P3	9.195	1095.63331
c1460			C27 H37 N5 O5	6.315	511.27873
c2187			C29 H59 N8 O14 P	4.393	774.38949
c4458			C34 H52 N5 O6 P S2	3.098	721.30873
c2658			C21 H36 N3 O6 P S	0.792	489.20558
c1735			C27 H52 N7 O3 P3	3.804	615.33701
c605	FPK		C20 H30 N4 O4	0.795	390.22542
c2965			C60 H86 N4 O14 P2	5.91	1148.56127
c3216			C25 H43 N O12	7.067	549.27904
c4874			C89 H136 N3 O18 P S3	9.215	1661.87229
c4893	"(2S)-8-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-5,7-dimethoxy-2-phenyl-3,4-dihydro-2H-1-benzopyran-4-one"		C22 H24 O5	0.791	390.13716
c3498	Nostocyclophane D		C36 H54 Cl2 O6	6.02	652.3277
c3525			C41 H76 N4 O7 P2	6.519	798.52026
c2509			C44 H80 N5 O8 P3	5.88	899.52194
c1283			C31 H55 N4 O8 P	8.592	642.37428
c959			C30 H48 N6 O9	7.482	636.34847
c1308			C78 H100 N8 O15 S	8.309	1420.70259
c1313			C27 H48 N3 O P	18.45	461.35329
c3183			C36 H57 O6 P3	5.642	678.33751
c1765				6.313	1981.96935
c4876				7.635	1031.58292
c1284			C89 H161 N10 O18 P3 S4	7.101	1879.00915
c2084			C76 H120 N7 O12 P3 S3	5.9	1511.73702
c2922			C73 H78 N7 P S	5.373	1115.57672
c3862				7.109	1880.01264
c3103			C25 H42 N3 O6 P	6.748	511.27919
c4698			C31 H61 N4 O14 P	6.044	744.39206
c4216				6.067	2185.06618
c3323				0.794	455.30949
c4374			C19 H26 N4 O5	3.827	390.18923
c3835				5.849	1815.89555
c2894			C40 H47 N2 O6 P	5.579	682.31805
c2796			C58 H90 N5 O13 P	6.456	1095.627
c909			C23 H43 N7 O9	5.256	561.31414
c4250			C29 H57 N O18	3.093	707.35965
c2121			C22 H41 N O6	12.699	415.29282
c4450	Maniwamycin F		C11 H21 N3 O3	1.212	243.1578
c1938			C41 H48 N4 O7	8.245	708.35066
c1358			C28 H56 Cl P3	0.795	520.32661
c3992				4.05	886.47372
c2071			C85 H115 N9 O14 P2	4.041	1547.80284
c3295			C33 H50 N6 O7	8.478	642.37411
c112			C15 H29 N O2	8.854	255.21986
c2958			C54 H100 N7 O15 P3	6.436	1179.64848
c2143	Adenosine 3'5'-cyclic monophosphate		C10 H12 N5 O6 P	0.797	329.05151
c4762			C59 H94 N9 O18 P	7.897	1247.64389
c2744				7.77	511.27998
c2586			C67 H81 N8 O6 P S	7.659	1156.57396
c2506			C15 H26 N4 O5	2.742	342.18973
c3937			C31 H50 N6 O9	9.694	650.36492
c1515			C85 H113 N3 O17 P2	4.979	1509.75563
c2519			C23 H53 N7 O14	5.228	651.36733
c109			C15 H29 N O	10.655	239.22446
c4331	Desertomycin B		C61 H106 O22	5.042	1190.7227
c4477			C34 H58 N2 O11	9.071	670.40526
c4580			C81 H140 N10 O16 P2 S2	9.207	1634.93667
c4405			C46 H85 N8 O12 P3	3.593	1034.54953
c1863				9.974	2647.38301
c1267			C50 H67 N5 O17	5.132	1009.45262
c4266				7.585	1275.64711
c3569			C34 H72 N2 O10 P2 S	4.313	762.4392
c2313			C18 H45 N7 O3	16.7	407.36016
c383				9.531	2085.15262
c4848				4.09	862.41874
c1144			C30 H50 N6 O7	5.012	606.37254
c2577			C87 H118 N5 O15 P3	7.056	1565.78417
c200			C30 H57 N4 O7 P3	0.795	678.34306
c2615				4.745	619.28545
c2328			C22 H36 N3 O P S	6.026	421.23212
c2553			C26 H51 N10 O7 P	4.331	646.36749
c4856			C26 H56 N7 O4 P3	6.053	623.36339
c3157			C17 H40 N9 O9 P S	4.535	577.24163
c1149			C22 H40 N4 O5 S	6.317	472.27122
c1100			C30 H58 N5 O P3	0.796	597.38328
c2994	Octyl decyl phthalate		C26 H42 O4	18.745	440.29005
c4449	val-arg		C11 H23 N5 O3	0.803	273.17919
c2967				6.526	358.67536
c1859			C24 H52 N8 O12 P2	4.188	706.31708
c3734	Aderbasib		C21 H28 N4 O5	4.646	416.20569
c611			C41 H71 N5 O13 P2	6.335	903.45129
c4617			C30 H63 N5 O15	4.241	733.43376
c1441			C34 H77 N9 O15 P2	5.504	913.50093
c2072			C23 H49 N9 O9	0.802	595.36698
c2763				0.806	297.6837
c2272			C62 H107 N8 O18 P S	5.927	1314.71463
c4369				15.11	1296.70964
c3761			C28 H52 N8 O8	9.48	628.39183
c641			C10 H27 N7 O2 P2	0.795	339.17135
c1173				6.381	1997.96545
c3391			C36 H77 N10 O16 P	5.443	936.52557
c713			C82 H121 N8 O10 P3	7.561	1470.84169
c210			C42 H59 N9 O10	6.79	849.43725
c3769	Piptamine		C23 H41 N	14.928	331.32251
c1232			C80 H106 N O16 P3	7.476	1429.67246
c4555				7.464	1158.61313
c2888				0.787	257.13649
c3895				0.779	514.27298
c4852			C48 H42 N10 O5	4.273	838.33359
c245			C69 H118 N10 O15 P2 S	9.184	1420.79723
c4124				0.793	314.17693
c3105			C32 H72 N10 O14 P2	6.148	882.46946
c2732				6.028	842.46404
c4070			C50 H77 N3 O7 P2	7.488	893.52314
c4493			C7 H18 N10 O2	1.21	274.16221
c4156			C43 H63 N6 P3 S2	6.246	820.37776
c2626			C35 H63 N6 O10 P3	5.359	820.3825
c4822			C66 H101 N9 O17 S	7.103	1323.70391
c3561			C20 H49 N8 O8 P3	3.316	622.28811
c2482			C38 H82 N8 P2 S5	0.795	872.47675
c2503			C56 H83 N5 O16 P2	7.584	1143.53113
c1356			C34 H38 O2	3.472	478.28936
c2068				7.537	1104.55857
c4198			C55 H110 Cl N6 O15 P3	8.711	1222.69297
c2817	"(2R,3R,4S,5S,6R)-3-(acetyloxy)-2-[(acetyloxy)methyl]-5-(hexanoyloxy)-6-[(2S,3R)-2,3,4-trihydroxybutoxy]oxan-4-yl tetradecanoate"		C34 H60 O13	8.238	1428.73479
c3745	Versipelostatin F		C61 H94 O18	7.583	1114.6407
c2589			C12 H28 N7 O3 P	4.247	349.19909
c4407				5.85	1816.89833
c3430			C30 H62 N6 O12	4.892	698.44297
c4540			C20 H48 N9 O5 P S	6.382	557.3239
c3077			C74 H87 N9 O10 S	4.1	1293.62718
c703			C49 H69 N9 O5 P2	6.963	925.48941
c1400				7.052	621.8167
c3641			C22 H42 N5 O9 P	6.429	551.27165
c1249				1.089	799.46577
c1225			C44 H71 N4 O8 P3	9.008	876.44902
c2477			C17 H27 N5 O3 S	0.746	381.18315
c3566			C17 H26 N4 O6	6.504	382.18488
